**ЗАГАЛЬНЕ**,,
40069,Шаблон має ролі з однаковим id: {0}.,"Синтаксична помилка шаблону. Будь ласка, перевірте ідентифікатори ролей та зробіть їх унікальними"
40070,Неможливо поділитися шаблоном з самим собою,Поштова скринька творця не повинна бути в списку sharedTo
40071,Спільному шаблону можна призначити лише спільні категорії,Спільному шаблону можна призначити лише спільні категорії
40072,"Поле '{0}' недоступне для пошуку","Підтримувані типи полів, за якими можна здійснювати пошук: текст, число, гроші, дата, час, вибірка-словник, дублікати, пошук"
40073,"Поле '{0}' з формули '{1}' не знайдено","Будь ласка, перевірте всі поля у формулі"
40074,"Неправильна формула з ім'ям '{0}'. Перевірте підтримувані операції","Будь ласка, перевірте формулу"
40075,Рекурсивний виклик у формулах,"Будь ласка, перевірте формули"
40076,Штамп не підтримується,"Будь ласка, не використовуйте штампи"
**КОНВЕРТ**,,
50001,"Поле ""Конверт"" порожнє","Обов'язкове поле на конверті порожнє. Щоб вирішити цю проблему, заповніть поле дійсним вмістом"
50002,"Значення '{0}' повинно бути більше, ніж {1}.",Введене значення в поле менше мінімального значення. Введіть дійсне значення
50003,"Значення '{0}' повинно бути менше, ніж {1}.",Введене значення в полі перевищує максимальне значення. Введіть дійсне значення
50004,"Очікуване значення з точністю = {0} для поля '{1}'","Точність введеного значення має бути вищою за мінімальну. Будь ласка, зверніть увагу на налаштування поля"
50005,Порожній список підписів,"Список підписів на конверті порожній. Будь ласка, додайте блок підписів перед відправкою запиту"
50006,"Неочікуване значення '{0}' для поля '{1}'. Дозволено: {2},{3}.","Введене значення не відповідає жодному з допустимих значень. Будь ласка, зверніться до властивостей поля для уточнення допустимих значень"
50007,Не для всіх ролей коректно встановлено mailboxUuid,"Ця помилка виникає, якщо якась роль не має валідного uuid поштової скриньки на конверті"
50008,Не для всіх ролей встановлено правильний ідентифікатор,"Ця помилка виникає, якщо якась роль не має дійсного ідентифікатора ролі на конверті"
50009,Тема конверта не відповідає дійсності: {0},"Тема конверта порожня або недійсна. Тема конверта не повинна містити заборонених символів: [\/: ""*?<>|p{C}]+"
50010,"У шаблоні для ролі «{0}» є попередньо визначена поштова скринька, яку неможливо змінити",UUID поштової скриньки попередньо визначено для певної ролі в шаблоні та не може бути змінено
50011,Конверт {0} не знайдено,"Конверт з введеним UUID не знайдено. Будь ласка, перевірте правильність введених даних"
50012,Потрібен конверт templateUuid або templateVersion,для цього запиту необхідний UUID шаблону або UUID версії шаблону
50013,Згенерований конверт має інший шаблонUuid,Сформований конверт має інший шаблонний UUID в даних конверту або в параметрі запиту
50014,Згенерований конверт має іншу versionUuid,Сформований конверт має іншу версію шаблону UUID в даних конверту або в параметрі запиту
50015,"Невірне значення '{0}' поля '{1}', очікується '{2}'","Введене значення не відповідає формату дати. Будь ласка, введіть значення у форматі дати YYYY-MM-DD"
50016,"У шаблоні не знайдено конверт-документ з ідентифікатором '{0}'",Документ у конверті має неправильний ідентифікатор
50017,Конвертний документ {0} не знайдено в структурі XML,Документ не знайдено в XML структурі конверту
50018,Відправник конверта не знайдений,Відправник не знайшов в XML структурі конверта
50019,Скомпільований документ {0} не знайдено в сховищі файлів,"Документ, який було сформовано, не знайдено у файловому сховищі. Спробуйте відновити документ"
50020,Мітка {0} не знайдена,Мітка з певним UUID не знайдена
50021,Поле вкладення конверта не знайдено в документі {0},"У документі не знайдено зовнішнє вкладення документа. Будь ласка, перевірте завантажений документ і надішліть його ще раз"
50022,Дубльована назва поля: {0},"Назви полів дублюються. Будь ласка, змініть назву поля, оскільки дублювання назв заборонено"
50023,Таблиця повинна мати принаймні один рядок,Таблиця повинна мати принаймні в одному рядку
50024,Підпис {0} у документі {1} зроблено не з використанням ключа печатки,"Неможливо поставити штамп на документ без використання ключа штампа. Щоб встановити штамп, будь ласка, використовуйте ключ із штампом"
50025,Наразі це не активна роль підписувача в конверті,Не час щось підписувати
50026,Сукупний розмір вкладених файлів конверта перевищує обмеження,"Сукупний розмір вкладень, завантажених у конверт, перевищує допустимий розмір"
50027,Дубльовані IDs вкладених файлів: {0},Ідентифікатори вкладень дублюються в документі. Ідентифікатори вкладень повинні бути унікальними
50028,Джерело пошуку не знайдено,"Джерело поля пошуку не знайдено. Перевірте, будь ласка, що словник або значення в словнику все ще доступні"
50029,Шукане значення не збігається,"Значення поля пошуку в запиті не збігається зі значенням у словнику. Будь ласка, перевірте свій запит, порівняйте зі словником і надішліть ще раз"
50030,"Невірне значення '{0}' для числового значення поля '{1}'",У числовому полі введено невірний формат значення. Числове поле приймає тільки числові значення
50031,Підписувати документ не потрібно {0},Відсутній підпис для певної поштової скриньки або не настала черга цієї поштової скриньки для підписання
50032,"Виникла помилка перевірки підпису з типом '{0}' та повідомлення: {1}","Будь ласка, перевірте дані підписів у запиті"
50033,Немає даних XML для конверта,"Будь ласка, перевірте XML дані конверта в запиті"
50034,"Невідповідність типу файлу вкладення '{0}'","Тип прикріпленого файлу не відповідає дозволеним типам файлів. Дозволені типи файлів: pdf, doc, docx, xls, xlsx, xml, dbf, txt, rtf, png, jpg, jpeg, zip. Дозволені типи файлів можуть бути згорнуті відповідно до налаштувань полів у шаблоні."
50035,Поштова скринька більше не має доступу до конверту,Доступ до конверту відкликано
50036,Неможливо заархівувати конверт в не остаточному статусі: {0},"Неможливо архівувати конверт, якщо він не має остаточного статусу, наприклад, ЗАВЕРШЕНО, СКАСОВАНО або ЗАКІНЧЕНО"
50037,"Погане base64 значення поля '{0}'","Двійковий файл є дійсним, будь ласка, перевірте, чи намагаєтесь ви надіслати файл у форматі BASE64."
50038,"Очікуваний тип зображення '{0}' для поля '{1}'",Формат типу зображення неправильний. Зверніть увагу на формат файлу в коді помилки та використовуйте відповідний формат файлу в цьому полі.
50039,Максимальний очікуваний розмір зображення: {0} x {1},"Розмір зображення не відповідає максимальним обмеженням ширини та висоти. Будь ласка, використовуйте зображення розміром меншим за максимальні значення."
50040,Простий електронний підпис не створено,"Зображення SES невірне. Будь ласка, переконайтеся, що зображення має принаймні 15 пікселів зафарбованої області"
50041,Файл Attachment {0} не знайдено,"Вкладення з введеним UUID не знайдено. Будь ласка, перевірте правильність введеного значення"
50042,Файл {0} не знайдено для конверта {1},"Файл з введеним UUID не знайдено у введеному конверті. Будь ласка, перевірте правильність введених значень"
50043,У запиті відсутній конверт UUID,"Будь ласка, перевірте UUID конверту в запиті"
50044,Таке маркування вже існує,"Етикетка з відповідною назвою вже існує. Будь ласка, використовуйте існуючу або створіть нову з іншою назвою"
50045,Знайдено роль без визначення Uuid поштової скриньки,Одна з ролей не має UUID поштової скриньки в даних конверта
50046,"Не знайдено даних для підпису '{0}' у документі '{1}'","Поле для підпису не містить даних для підпису, будь ласка, перевірте правильність заповнення необхідного поля для підпису"
50047,Підписанти не збігаються для підпису {0},"PDF та текстові файли підписані різними підписантами, будь ласка, підпишіть документ одним підписантом та надішліть запит повторно"
50048,Дані підпису не знайдено для джерела {0} у документі {1},Підпис у переліку підписів відсутній
50049,Немає активної ролі для поштової скриньки {0},"UUID поштової скриньки, на яку ви намагаєтесь відправити запит, не має активної ролі в даному конверті. Будь ласка, дочекайтеся своєї черги."
50050,Конверт має неправильний статус,Статус конверта не відповідає даній дії і не може бути оброблений.
50051,Додаток вже використовується,Вкладення з введеним UUID вже використовувалося в цьому конверті
50052,Сертифікат не має права підпису {0} в документі {1},"Необхідний кваліфікований сертифікат для підпису даних, але не кваліфіковано використовується"
50053,Конверт із запрошенням {0} не знайдено,"Конверт із запрошенням не знайдено, дані не відповідають дійсності"
50054,Список прийнятих конвертів порожній,Список UUID для акцепту порожній
50055,Запрошень на конверти {0} не знайдено,Деякі конверти запитів не містять запрошень для цього користувача
50056,"Не вдається підтвердити запрошення, конверт {0} знаходиться у стадії завершення",Конверт для запрошення знаходиться у стадії завершення
50057,Не знайдено ролі для запрошення в конверті {0},Конверт не має значення для електронної пошти
50058,Роль недоступна для обробки {0},Конверт не має значення для електронної пошти
50059,Значення ІПН не знайдено для підпису {0},Під час підписання не виявлено збігу значень ІПН
50060,Очікуваний IІПН не збігається з номером для підпису {0} в документі {1},"Документ підписано невірним підписом, будь ласка, перевірте ІПН"
50061,Сценарій конверта немає доступних кроків,Сценарій конверта немає доступних кроків
50062,Неможливо продовжити сценарій з незаповненим конвертом,Неможливо продовжити сценарій з незаповненим конвертом
50063,Конверт не містить інформації про сценарій,Конверт не містить інформації про сценарій
50064,Батьківський елемент повторюваного поля {0} не знайдено,Дубльоване поле не має батьківського поля в конверті
50065,Шаблон {0} не відповідає шаблону конверта {1},"Переконайтеся, що шаблони збігаються"
50066,"Для поля '{0}' повинен бути заповнений UUID запису","Будь ласка, заповніть атрибут 'recordUuid' відповідним значенням"
50067,"UUID вкладення має бути заповнено для поля ""{0}""",Заповніть атрибут ‘attachmentUuid’ належним значенням
50068,"Необхідно вказати мітку UUID або ім'я","Будь ласка, заповніть параметр запиту 'label' або 'labelUuid'"
50069,"Недостатньо UUID, потрібно принаймні {0}",У запиті недостатньо UUID для об’єднання/додавання в ланцюг
50070,Відсутність доступу до ланцюга,Поштова скринька не має доступу до будь-якого конверта в цьому ланцюжку UUID
50071,Конверт {0} належить іншому ланцюжку,Конверт належить до іншого ланцюга
50072,Конверт доданий в ланцюжок іншим користувачем,Поточний користувач не має права видаляти конверт з ланцюжка
50073,Конверти належать до різних ланцюгів,Конверти належать до різних ланцюгів
50074,Конверт належить до автоматично створеного ланцюжка,Конверт належить до автоматично створеного ланцюжка
50075,Затверджувачі не можуть брати участь в опрацюванні конвертів,Один або декілька схвалювачів вже знаходяться в основному потоці
50076,Затвердження на конверті не допускається,"Користувач не може підтвердити конверт, можливо, це вже зроблено"
50077,Для погодження необхідна причина відмови,"Будь ласка, додайте коментар для затвердження"
50078,Неправильний статус затвердження,"Будь ласка, надішліть належний статус, надішліть ЗАТВЕРДЖЕНО або ВІДХИЛЕНО"
50079,Ролі не відповідають шаблонним ролям,"Будь ласка, перевірте надісланий конверт у форматі XML для належного проходження"
50080,Схвалення {0} не знайдено,Для цього конверта не знайдено схвалення з введеним UUID
50081,Неможливо керувати чи почати/скасувати схвалення,Поточна поштова скринька не може керувати або почати/скасувати затвердження
50082,Схвалення не може бути скасовано,"Процес схвалення вже завершено, і його не можна скасувати"
50083,Поштова скринька має бути унікальною в затвердженні,"Будь ласка, оновіть потік"
50084,UUID потоку або затверджувачів повинні бути вказані окремо,"Будь ласка, надішліть flowUuid або затверджувачів"
50085,Видалено потік узгодження {0},Потік затвердження з введеним UUID видаляється і не може бути використаний
50086,Одобрювач {0} вже перебуває в іншому потоці схвалення для цього конверту,Затверджувачі не можуть брати участь у декількох потоках на один конверт
50087,Дублікат значення не збігається,"Значення дублюючого поля в запиті не збігається зі значенням пов'язаного поля"
50089,Конверт не може бути делегований,Делегування в конверті заборонено
50090,Делегат не може відкликати делегацію,Скасувати її може лише ініціатор делегування
50091,Делегацію не знайдено або роль ініціатора вже виконано,"Будь ласка, перевірте роль делегації"
50092,Делегування або конверт вже заповнений,Подальші дії заборонені
50093,Поле одержувача має бути UUID або email,"Будь ласка, перевірте формат поля ""одержувач"
50094,Пошук за параметрами поля має неправильний формат,Пошук за параметрами поля має неправильний формат
50095,Лише відправник може надсилати сповіщення,Цей користувач не може надсилати сповіщення електронною поштою. Лише відправник може повідомити ще невиконані ролі
50096,Немає конвертів для сповіщення,На конверти вже надіслано повідомлення
50097,Документ не має версії для друку,"Тільки PDF, DOC, DOCX можуть мати версію для друку"
50098,Лише заповнені конверти можна надсилати електронною поштою,"Будь ласка, надсилайте лише заповнені UUID конверта"
50099,Для спільного використання дозволено лише {0} конвертів,"Будь ласка, зменшіть кількість конвертів"
50100,Деякі стовпці не можна видалити або приховати,Деякі стовпці мають бути видимими
50101,"Файл '{0}' не можна редагувати, оскільки він уже має цифрові підписи","Будь ласка, виберіть інший файл"
50102,"Файл '{0}' зашифровано","Будь ласка, виберіть інший файл"
50103,"Немає стовпця '{0}' для сортування",Неправильне поле сортування
**ДОВІДНИК**,,
60001,Словник {0} не знайдено,"Словник з введеним UUID не знайдено. Будь ласка, перевірте правильність введених даних"
60002,Розмір імені словника перевищив максимальний розмір,Довжина назви словника перевищує максимально допустиму. Ліміт 128 символів.
60003,Довжина опису словника перевищила ліміт,Довжина опису словника перевищує максимально допустиму. Ліміт 256 символів.
60004,"Ім'я словника не може бути порожнім","Ім'я словника є обов'язковим і не може бути порожнім. Будь ласка, задайте назву словника"
60005,Колонка словника не знайдена,Стовпчик словника з введеним UUID не знайдено в цьому словнику
60006,Порожній стовпець UUID,"Колонка UUID є обов'язковим параметром для цього запиту. Будь ласка, введіть стовпець UUID для створення коректного запиту"
60007,Значення стовпця словника не знайдено,"Значення стовпця словника з UUID в запиті не знайдено в базі даних. Будь ласка, перевірте коректність вашого запиту"
60008,Словниковий запис {0} не знайдено,Словникової статті з введеним UUID в цьому словнику не знайдено
60009,Словник {0} заархівовано,Словник із введеними UUID заархівовано
60010,Значення стовпців не співпадає,"Значення в стовпці словника та в даних запиту, який ви надсилаєте, не збігаються. Будь ласка, перевірте значення в словнику."
60011,Порожнє спеціальне значення заборонено,Спеціальне значення не може бути пустим для поля словника. Виберіть і надішліть значення зі словника або надішліть власне значення.
60012,UUID стовпця не встановлено,Поле «Словник» у шаблоні не має стовпця UUID словника. Оновіть шаблон і уточніть стовпець UUID для поля словника або видаліть поле словника
60013,UUID словника не встановлено,Поле словника в шаблоні не має UUID словника. Оновіть шаблон і уточніть UUID словника для поля словника або видаліть поле словника
60014,Словник повинен бути заблокований для обробки,Словник заблоковано для оновлення. Наразі його неможливо оновити. Оновлення словника може зайняти деякий час.
60015,"Очікувалося {0} значень у кожному рядку, але отримано {1}","У документі, який ви намагалися завантажити, кількість стовпців і рядків відрізняється, перевірте файл на дійсність."
60016,Запис словника повинен містити значення стовпців,"Запис словника не містить значення стовпця в запиті. Будь ласка, перевірте свій запит, порівняйте з документацією та надішліть ще раз"
60017,Не вдається змінити доступ до словника на офіційний,Рівень доступу до словника не можна змінити на офіційний. Тільки користувач системи може змінити рівень доступу на офіційний
60018,Даний формат файлу не підтримується,"Введений формат файлу не підтримується. Підтримувані формати файлів: CSV, XLS"
60019,Словник заблоковано,Словник заблоковано на оновлення. Оновлення може зайняти деякий час. Під час оновлення словник не може бути змінений
60020,Назва стовпця не може бути порожньою,"Назва стовпця є обов'язковою і не може бути порожньою. Будь ласка, задайте назву стовпця"
60021,Довжина назви стовпця перевищила обмеження,Довжина імені стовпця перевищує максимально допустиму. Ліміт 64 символи.
60022,Порядок стовпців повинен бути >= 0,"Порядок стовпця не може бути меншим або дорівнювати 0. Будь ласка, введіть додатне значення порядку"
60023,Перевищено обмеження довжини значення стовпця,Довжина значення запису перевищує максимально допустиму. Ліміт 256 символів.
60024,Порожній словник UUID,"Обов'язковий параметр UUID словника, якщо в запиті пусто. Будь ласка, введіть дійсний UUID словника"
60025,Запис словника не знайдено за значенням «{0}» у стовпці {1},Запису з таким значенням у словнику немає
60026,Не вдається видалити останній стовпець,Словник повинен мати принаймні одну колонку. Останній стовпець не можна видалити зі словника.
60027,Немає доступу до словника,Немає доступу до словника
60028,Робота фільтра невідома,Робота фільтра невідома
60029,Значення фільтра дорівнює нулю,Робота фільтра невідома
60030,Завдання експорту словника не збігаються,Завдання експорту словника не збігаються
60031,Ширина стовпця словника має бути більше або дорівнювати 140,Ширина стовпця словника має бути більше або дорівнювати 140
**ІНТЕГРАЦІЯ**,,
80001,Видалено правило інтеграції {0},Видалено правило інтеграції з введеним UUID
80002,Правило інтеграції {0} не знайдено,Правило інтеграції з введеним UUID не знайдено або не існує
80003,Інтеграцію не знайдено для поштової скриньки {0},Конфігурація інтеграції не знайдена для введеного UUID поштової скриньки
80004,"Шаблон імені генерує порожнє ім'я файлу","Не вдається згенерувати ім'я файлу"
80005,templateUuid не відповідає versionUuid,"UUID шаблону не відповідає UUID версії шаблону. Будь ласка, порівняйте UUID шаблону та версії"
80006,Протокол {0} не підтримується,"Введений протокол ще не підтримується. Підтримувані протоколи: SFTP, FTPS, AS2, SOAP"
80007,Потрібне відповідне джерело шаблону,"У цьому запиті обов'язковим є відповідне джерело шаблону"
80008,Потрібен шаблон Uuid,"У цьому запиті обов'язковий Template UUID"
80009,Потрібна версія шаблону Uuid,"У цьому запиті обов'язкова версія UUID Template"
80010,Потрібне правило перетворення,У цьому запиті обов’язкове правило перетворення
80011,Потрібне правило шаблону іменування,У цьому запиті обов’язкове правило шаблону іменування
80012,"Джерело обов'язкове",У цьому запиті необхідно вказати джерело
**ДОЗВОЛИ**,,
90002,Ви не маєте достатніх привілеїв для облікового запису {0},"У користувача недостатньо прав для виконання цієї дії. Будь ласка, попросіть свого системного адміністратора надати дозвіл"
90003,У вас недостатньо привілеїв у поштовій скриньці {0},Користувач не має достатніх прав для виконання цієї дії. Зверніться до системного адміністратора з проханням надати права
90004,Гостьовий користувач не має доступу до жодної поштової скриньки,"Користувач не має доступу до жодної поштової скриньки. Будь ласка, додайте доступ до будь-якої поштової скриньки або вхід для користувача, який має доступ"
90005,Неможливо зробити з системним обліковим записом,Користувач не має достатніх прав для модифікації системних даних
90006,Не можу працювати з системною поштовою скринькою,Користувач не має достатніх привілеїв для модифікації системних даних
90007,Поштова скринька не має доступу до мітки,Поштова скринька не має доступу до мітки
90008,Немає доступу до словника {0},Словник недоступний для вас. Попросіть власника словника оновити рівень доступу
90009,Немає доступу до шаблону {0},Шаблон для вас недоступний. Попросіть власника шаблону оновити рівень доступу
90010,Немає доступу до батьківської категорії,Батьківська категорія для вас недоступна. Попросіть власника категорії оновити рівень доступу
90011,Немає доступу до категорії,Категорія недоступна для вас. Попросіть власника категорії оновити рівень доступу
90012,Відсутність доступу до повідомлень,Повідомлення недоступне для вас
90013,Немає доступу до поштової скриньки {0},Користувач не має доступу до цієї поштової скриньки. Попросіть вашого системного адміністратора надати дозволи
90014,Немає доступу до поштової скриньки {0}. Відсутні дозволи: {1},Користувач не має доступу до певних функцій цієї поштової скриньки. Попросіть свого системного адміністратора надати дозволи. Пропущені дозволи можна знайти в повідомленні про помилку
90015,Немає доступу до конверту {0},"Користувач не має доступу до цього конверта. Конверти можуть переглядати тільки користувачі, які включені в потік обробки"
90017,Роль конверта забороняє змінювати дані,"Роль конверта не може змінювати дані в конверті. Якщо ви хочете змінити дані в конверті, встановіть відповідну роль на шаблоні"
90018,Немає доступу до облікового запису {0},Користувач не має доступу до цього облікового запису. Попросіть вашого системного адміністратора надати права
90019,Заголовок поштової скриньки не відповідає UUID поштової скриньки,"Будь ласка, перевірте приналежність організації до поточної поштової скриньки"
90022,Немає доступу до завдання імпорту,Користувач не має доступу до завдання імпорту
90026,Відсутність доступу до вкладення,Вкладення для вас недоступне
90030,Не можна відкликати останнього власника,Ви не можете відкликати останнього власника організації
90031,Не є власником сценарію,Користувач не є власником сценарію
90032,Немає доступу до сценарію,Немає доступу для читання сценарію
90033,Змінювати коментар може тільки автор,Немає доступу для запису до коментаря
**СЦЕНАРІЇ**,,
100001,Назва сценарію не може бути порожньою,Назва сценарію не може бути порожньою або NULL
100002,Опис сценарію не може бути порожнім,Опис сценарію не може бути порожнім або нульовим
100003,Рівень доступу сценарію не може бути порожнім,"Рівень доступу до сценарію не може бути порожнім або нульовим. Доступ може бути чотирьох типів: mailbox, account, pub та official"
100004,Id не може бути порожнім,Ідентифікатор кроку сценарію не може бути порожнім або нульовим
100005,Назва кроку сценарію не може бути порожньою,Назва кроку сценарію не може бути порожньою або нульовою
100006,XSLT-карта кроку сценарію не може бути порожньою,XSLT-карта кроку сценарію не може бути порожньою або NULL
100007,Потрібні кроки,Сценарій повинен мати щонайменше 1 крок
100008,UUID шаблону кроку сценарію не може бути порожнім,Шаблон сценарію uuid не повинен бути порожнім
100009,Версія шаблону кроку сценарію не може бути порожньою,Версія шаблону сценарію не повинна бути порожньою або нульовою
100010,Не вдалося зберегти,Збереження сценарію не вдалося
100011,Сценарій {0} не знайдено,Сценарій не знайдено
100012,Сценарій {0} видалено,Сценарій видалено
100013,Не вдається створити або оновити сценарій доступу до офіційного,Сценарний рівень доступу не може бути змінений на офіційний рівень доступу. Змінити рівень доступу на офіційний може тільки користувач системи
100014,Крок {0} недоступний на даному етапі,Крок не доступний на даному етапі
100015,Перший крок не може мати вихідного шаблону,Перший крок не може мати вихідного шаблону
100016,Крок призначення не може бути порожнім,Перший крок не може мати вихідного шаблону
100017,Крок {0} джерело не може бути порожнім,Джерело кроку не може бути порожнім
100018,Крок {0} призначення не збігається з результатом,Призначення кроку не збігається з результатом
100019,Дубльований ідентифікатор кроку {0},Дубльований ідентифікатор кроку
100020,Крок {0} джерело не збігається з жодним попереднім пунктом призначення,"Будь ласка, ознайомтеся з порядком дій"
100021,Довжина назви сценарію не може бути більше 256,Назва сценарію не може бути більше 256
100022,Довжина опису сценарію не може бути більше 256,Опис сценарію не може бути більше 256
100023,Довжина ідентифікатора кроку сценарію не може бути більше 256,Довжина ідентифікатора кроку сценарію не може бути більше 256
100024,Довжина назви кроку сценарію не може бути більше 256,Довжина назви кроку сценарію не може бути більше 256
100025,Умова сценарію не може бути застосована,"Умова сценарію неправильна, перевірте відображення XSLT"
**ЗОВНІШНІ ЗВ`ЯЗКИ**,,
110001,"Ім'я посилання не може бути порожнім","Ім'я посилання є обов'язковим і не може бути порожнім. Будь ласка, вкажіть назву посилання"
110002,Розмір імені посилання перевищив максимальний розмір,Розмір назви посилання перевищує максимально допустимий. Ліміт 255 символів.
110003,Адреса посилання не може бути порожньою,Адреса посилання не може бути порожньою
110004,Порядок посилань має бути позитивним або нульовим,Порядок посилань має бути позитивним або нульовим
110005,Рівень доступу до посилання не може бути публічним,Рівень доступу до посилання не може бути публічним
110006,"UUID поштової скриньки потрібен, якщо рівень доступу за посиланням – поштова скринька","UUID поштової скриньки потрібен, якщо рівень доступу за посиланням – поштова скринька"
110007,Посилання {0} не знайдено,Посилання не знайдено за UUID
110008,Посилання {0} для іншого облікового запису,Посилання не належить цьому акаунту.
110009,Посилання має невірну URL-адресу,"Посилання має невірну URL-адресу. Будь ласка, виправте"
110010,Не можна використовувати доступ за офіційним посиланням,Неможливо скористатися офіційним посиланням
**БІЛЛІНГ**,,
120001,Тариф {0} не знайдено в білінговій системі,Тариф не знайдено для рахунку
120002,Ви не можете змінювати тарифний план так часто,"Ви не можете так часто змінювати тарифний план. Будь ласка, спробуйте наступного дня"
120003,"Ліміт вже досягнуто. Можливо, ви захочете оновити свій тарифний план","Ліміт вже досягнуто. Можливо, ви захочете оновити свій тарифний план"
120004,"Ліміт ({0}) вже досягнуто. Можливо, ви захочете оновити свій тарифний план","Ліміт вже досягнуто. Можливо, ви захочете оновити свій тарифний план"
120005,"Акція недоступна у вашому тарифному плані. Можливо, ви захочете розглянути можливість переходу на тарифний план","Ліміт вже досягнуто. Можливо, ви захочете оновити свій тарифний план"
120006,"Цей тарифний план не можна вибрати. Ліміт «{0}» перевищено. Кількість у вашому обліковому записі становить {1}, але не має перевищувати {2}",Виберіть інший тариф або змініть обліковий запис
